Date,Time,OVEN 1 [°F],OVEN 2 [°F],OVEN 3 [°F],OVEN 4 [°F],OVEN 5 [°F],OVEN 6 [°F],OVEN 1 AL,OVEN 2 AL,OVEN 3 AL,OVEN 4 AL,OVEN 5 AL,OVEN 6 AL,
10/05/2021,00:00:00,272.8,78.1,76.6,78.6,78.8,77.2,,,,,,,
10/05/2021,00:03:00,272.7,78.1,76.6,78.6,78.8,77.2,,,,,,,
10/05/2021,00:06:00,272.7,78.1,76.6,78.6,78.8,77.2,,,,,,,
10/05/2021,00:09:00,272.7,78.3,76.6,78.6,78.8,77.2,,,,,,,
10/05/2021,00:12:00,272.7,78.3,76.6,78.6,78.8,77.2,,,,,,,
10/05/2021,00:15:00,272.7,78.1,76.6,78.6,78.8,77.2,,,,,,,
10/05/2021,00:18:00,272.7,78.3,76.6,78.6,78.8,77.2,,,,,,,
10/05/2021,00:21:00,272.7,78.1,76.6,78.6,78.8,77.2,,,,,,,
10/05/2021,00:24:00,272.7,78.3,76.6,78.6,78.8,77.2,,,,,,,
10/05/2021,00:27:00,272.5,78.1,76.6,78.6,78.8,77.2,,,,,,,
10/05/2021,00:30:00,272.5,78.1,76.6,78.6,78.8,77.2,,,,,,,
10/05/2021,00:33:00,272.8,78.1,76.6,78.6,78.8,77.2,,,,,,,
10/05/2021,00:36:00,272.8,78.3,76.6,78.6,78.8,77.2,,,,,,,
10/05/2021,00:39:00,272.7,77.9,76.5,78.4,78.6,77.0,,,,,,,
10/05/2021,00:42:00,262.4,77.9,76.5,78.4,78.6,77.0,,,,,,,
10/05/2021,00:45:00,251.4,77.9,76.5,78.4,78.6,77.0,,,,,,,
10/05/2021,00:48:00,242.4,77.9,76.5,78.4,78.6,77.0,,,,,,,
10/05/2021,00:51:00,240.4,77.9,76.5,78.4,78.6,77.0,,,,,,,
10/05/2021,00:54:00,242.4,77.9,76.5,78.4,78.6,77.0,,,,,,,
10/05/2021,00:57:00,241.9,78.1,76.5,78.4,78.6,77.0,,,,,,,
10/05/2021,01:00:00,240.8,77.9,76.5,78.4,78.6,77.0,,,,,,,
10/05/2021,01:03:00,239.5,77.9,76.5,78.4,78.6,77.0,,,,,,,
10/05/2021,01:06:00,238.1,77.9,76.5,78.4,78.6,77.0,,,,,,,
10/05/2021,01:09:00,236.7,77.9,76.5,78.4,78.6,77.0,,,,,,,
10/05/2021,01:12:00,235.2,77.9,76.5,78.4,78.6,77.0,,,,,,,
10/05/2021,01:15:00,234.0,77.9,76.5,78.4,78.6,77.0,,,,,,,
10/05/2021,01:18:00,232.5,77.9,76.5,78.4,78.6,77.0,,,,,,,
10/05/2021,01:21:00,231.1,77.9,76.5,78.4,78.6,77.0,,,,,,,
10/05/2021,01:24:00,229.5,77.9,76.5,78.4,78.6,77.0,,,,,,,
10/05/2021,01:27:00,228.0,77.9,76.5,78.4,78.6,77.0,,,,,,,
10/05/2021,01:30:00,226.6,77.9,76.5,78.4,78.6,77.0,,,,,,,
10/05/2021,01:33:00,225.1,77.9,76.5,78.4,78.6,77.0,,,,,,,
10/05/2021,01:36:00,223.9,77.9,76.5,78.4,78.6,77.0,,,,,,,
10/05/2021,01:39:00,222.3,77.7,76.3,78.3,78.4,76.6,,,,,,,
10/05/2021,01:42:00,221.0,77.7,76.3,78.3,78.4,76.6,,,,,,,
10/05/2021,01:45:00,219.6,77.7,76.3,78.3,78.4,76.6,,,,,,,
10/05/2021,01:48:00,218.3,77.7,76.3,78.3,78.4,76.6,,,,,,,
10/05/2021,01:51:00,216.9,77.7,76.3,78.3,78.4,76.6,,,,,,,
10/05/2021,01:54:00,215.4,77.7,76.3,78.3,78.4,76.6,,,,,,,
10/05/2021,01:57:00,214.2,77.7,76.3,78.3,78.4,76.6,,,,,,,
10/05/2021,02:00:00,212.9,77.7,76.3,78.3,78.4,76.6,,,,,,,
10/05/2021,02:03:00,211.5,77.7,76.3,78.3,78.4,76.6,,,,,,,
10/05/2021,02:06:00,210.2,77.7,76.3,78.3,78.4,76.6,,,,,,,
10/05/2021,02:09:00,208.9,77.7,76.3,78.3,78.4,76.6,,,,,,,
10/05/2021,02:12:00,207.7,77.7,76.3,78.3,78.4,76.6,,,,,,,
10/05/2021,02:15:00,206.2,77.7,76.3,78.3,78.6,76.6,,,,,,,
10/05/2021,02:18:00,205.0,77.7,76.3,78.3,78.4,76.6,,,,,,,
10/05/2021,02:21:00,203.7,77.7,76.3,78.3,78.4,76.6,,,,,,,
10/05/2021,02:24:00,202.5,77.7,76.3,78.3,78.4,76.6,,,,,,,
10/05/2021,02:27:00,201.4,77.7,76.3,78.3,78.4,76.6,,,,,,,
10/05/2021,02:30:00,200.1,77.5,76.1,78.1,78.3,76.5,,,,,,,
10/05/2021,02:33:00,199.0,77.5,76.1,78.1,78.3,76.5,,,,,,,
10/05/2021,02:36:00,197.8,77.5,76.1,78.1,78.4,76.5,,,,,,,
10/05/2021,02:39:00,196.7,77.5,76.1,78.1,78.3,76.5,,,,,,,
10/05/2021,02:42:00,195.6,77.5,76.1,78.1,78.3,76.5,,,,,,,
10/05/2021,02:45:00,194.4,77.5,76.1,78.1,78.3,76.5,,,,,,,
10/05/2021,02:48:00,193.5,77.5,76.1,78.1,78.4,76.5,,,,,,,
10/05/2021,02:51:00,192.2,77.5,76.3,78.1,78.4,76.5,,,,,,,
10/05/2021,02:54:00,191.3,77.5,76.1,78.1,78.4,76.5,,,,,,,
10/05/2021,02:57:00,190.0,77.4,75.9,78.1,78.3,76.3,,,,,,,
10/05/2021,03:00:00,189.1,77.4,75.9,77.9,78.3,76.3,,,,,,,
10/05/2021,03:03:00,188.1,77.4,75.9,77.9,78.3,76.3,,,,,,,
10/05/2021,03:06:00,187.0,77.4,75.9,78.1,78.3,76.3,,,,,,,
10/05/2021,03:09:00,185.9,77.4,75.9,77.9,78.3,76.3,,,,,,,
10/05/2021,03:12:00,184.8,77.4,76.1,77.9,78.3,76.3,,,,,,,
10/05/2021,03:15:00,183.9,77.4,75.9,77.9,78.3,76.3,,,,,,,
10/05/2021,03:18:00,183.0,77.4,75.9,78.1,78.3,76.3,,,,,,,
10/05/2021,03:21:00,181.9,77.4,75.9,77.9,78.3,76.3,,,,,,,
10/05/2021,03:24:00,181.0,77.4,75.9,77.9,78.3,76.3,,,,,,,
10/05/2021,03:27:00,180.1,77.4,75.9,77.9,78.3,76.3,,,,,,,
10/05/2021,03:30:00,179.2,77.4,75.9,77.9,78.3,76.3,,,,,,,
10/05/2021,03:33:00,178.2,77.2,75.9,77.9,78.3,76.3,,,,,,,
10/05/2021,03:36:00,177.3,77.2,75.9,77.9,78.3,76.3,,,,,,,
