Date,Time,OVEN 1 [°F],OVEN 2 [°F],OVEN 3 [°F],OVEN 4 [°F],OVEN 5 [°F],OVEN 6 [°F],OVEN 1 AL,OVEN 2 AL,OVEN 3 AL,OVEN 4 AL,OVEN 5 AL,OVEN 6 AL,
10/04/2021,04:00:00,271.9,85.6,76.8,79.0,79.0,77.4,,,,,,,
10/04/2021,04:03:00,272.1,85.5,76.6,78.8,78.8,77.2,,,,,,,
10/04/2021,04:06:00,271.9,85.5,76.6,78.8,78.8,77.2,,,,,,,
10/04/2021,04:09:00,271.9,85.5,76.6,78.8,78.8,77.2,,,,,,,
10/04/2021,04:12:00,271.9,85.5,76.6,79.0,78.8,77.2,,,,,,,
10/04/2021,04:15:00,272.1,85.5,76.6,79.0,78.8,77.2,,,,,,,
10/04/2021,04:18:00,271.9,85.5,76.6,79.0,78.8,77.2,,,,,,,
10/04/2021,04:21:00,271.8,85.5,76.6,79.0,78.8,77.2,,,,,,,
10/04/2021,04:24:00,271.9,85.5,76.6,78.8,78.8,77.2,,,,,,,
10/04/2021,04:27:00,271.9,85.5,76.6,78.8,78.8,77.2,,,,,,,
10/04/2021,04:30:00,271.8,85.5,76.6,78.8,78.8,77.2,,,,,,,
10/04/2021,04:33:00,271.9,85.5,76.6,78.8,78.8,77.2,,,,,,,
10/04/2021,04:36:00,271.9,85.5,76.6,78.8,78.8,77.2,,,,,,,
10/04/2021,04:39:00,272.1,85.5,76.6,79.0,78.8,77.2,,,,,,,
10/04/2021,04:42:00,271.8,85.5,76.6,79.0,78.8,77.2,,,,,,,
10/04/2021,04:45:00,271.9,85.5,76.6,78.8,78.8,77.2,,,,,,,
10/04/2021,04:48:00,271.9,85.5,76.6,78.8,78.8,77.2,,,,,,,
10/04/2021,04:51:00,271.9,85.5,76.6,79.0,78.8,77.2,,,,,,,
10/04/2021,04:54:00,272.1,85.5,76.6,79.0,78.8,77.2,,,,,,,
10/04/2021,04:57:00,272.1,85.5,76.6,78.8,78.8,77.2,,,,,,,
10/04/2021,05:00:00,271.9,85.3,76.6,78.8,78.8,77.0,,,,,,,
10/04/2021,05:03:00,271.2,85.3,76.6,78.8,78.8,77.0,,,,,,,
10/04/2021,05:06:00,271.8,85.3,76.6,78.8,78.8,77.0,,,,,,,
10/04/2021,05:09:00,272.1,85.3,76.6,79.0,78.8,77.0,,,,,,,
10/04/2021,05:12:00,271.9,85.3,76.6,79.0,78.8,77.0,,,,,,,
10/04/2021,05:15:00,271.8,85.3,76.6,78.8,78.8,77.0,,,,,,,
10/04/2021,05:18:00,271.6,85.3,76.6,79.0,78.8,77.0,,,,,,,
10/04/2021,05:21:00,271.8,85.3,76.6,79.0,78.8,77.0,,,,,,,
10/04/2021,05:24:00,271.9,85.3,76.6,79.0,78.8,77.0,,,,,,,
10/04/2021,05:27:00,271.9,85.3,76.6,79.0,78.8,77.0,,,,,,,
10/04/2021,05:30:00,271.9,85.3,76.6,79.0,78.8,77.0,,,,,,,
10/04/2021,05:33:00,271.8,85.3,76.6,79.0,78.8,77.0,,,,,,,
10/04/2021,05:36:00,271.8,85.3,76.6,78.8,78.8,77.0,,,,,,,
10/04/2021,05:39:00,271.8,85.3,76.6,79.0,78.8,77.0,,,,,,,
10/04/2021,05:42:00,271.9,85.3,76.6,78.8,78.8,77.0,,,,,,,
10/04/2021,05:45:00,271.8,85.3,76.6,79.0,78.8,77.0,,,,,,,
10/04/2021,05:48:00,271.8,85.3,76.8,79.0,78.8,77.0,,,,,,,
10/04/2021,05:51:00,271.9,85.1,76.6,78.8,78.6,76.8,,,,,,,
10/04/2021,05:54:00,271.9,85.1,76.6,78.8,78.6,76.8,,,,,,,
10/04/2021,05:57:00,271.8,84.9,76.6,78.8,78.6,76.8,,,,,,,
10/04/2021,06:00:00,271.8,84.9,76.6,78.8,78.8,76.8,,,,,,,
10/04/2021,06:03:00,271.8,84.9,76.6,78.8,78.6,76.8,,,,,,,
10/04/2021,06:06:00,271.8,84.9,76.6,78.8,78.6,76.8,,,,,,,
10/04/2021,06:09:00,271.8,84.9,76.6,78.6,78.8,76.8,,,,,,,
10/04/2021,06:12:00,271.9,84.9,76.6,78.8,78.8,76.8,,,,,,,
10/04/2021,06:15:00,271.6,84.9,76.6,78.8,78.6,76.8,,,,,,,
10/04/2021,06:18:00,272.1,84.9,76.6,78.6,78.6,76.8,,,,,,,
10/04/2021,06:21:00,271.8,84.9,76.6,78.8,78.6,76.8,,,,,,,
10/04/2021,06:24:00,271.6,84.7,76.6,78.8,78.6,76.8,,,,,,,
10/04/2021,06:27:00,271.6,84.7,76.6,78.6,78.6,76.8,,,,,,,
10/04/2021,06:30:00,271.6,84.7,76.5,78.6,78.6,76.8,,,,,,,
10/04/2021,06:33:00,271.8,84.7,76.6,78.6,78.6,76.8,,,,,,,
10/04/2021,06:36:00,271.6,84.7,76.5,78.8,78.6,76.8,,,,,,,
10/04/2021,06:39:00,271.8,84.7,76.5,78.6,78.6,76.8,,,,,,,
10/04/2021,06:42:00,271.6,84.7,76.5,78.6,78.6,76.8,,,,,,,
10/04/2021,06:45:00,271.6,84.7,76.5,78.6,78.6,76.8,,,,,,,
10/04/2021,06:48:00,271.6,84.7,76.5,78.6,78.6,76.8,,,,,,,
10/04/2021,06:51:00,272.1,84.7,76.5,78.6,78.6,76.8,,,,,,,
10/04/2021,06:54:00,271.6,81.7,76.6,78.6,78.6,76.8,,,,,,,
10/04/2021,06:57:00,271.8,80.6,76.5,78.6,78.6,76.8,,,,,,,
10/04/2021,07:00:00,271.4,80.1,76.5,78.6,78.6,76.8,,,,,,,
10/04/2021,07:03:00,271.6,79.9,76.5,78.6,78.4,76.8,,,,,,,
10/04/2021,07:06:00,271.6,79.7,76.8,78.8,78.6,77.0,,,,,,,
10/04/2021,07:09:00,271.6,79.5,76.6,78.8,78.6,77.0,,,,,,,
10/04/2021,07:12:00,271.4,79.5,76.6,78.8,78.6,77.0,,,,,,,
10/04/2021,07:15:00,271.6,79.3,76.6,78.8,78.6,77.0,,,,,,,
10/04/2021,07:18:00,271.4,79.3,76.6,78.8,78.6,77.0,,,,,,,
10/04/2021,07:21:00,271.4,79.2,76.6,78.8,78.6,77.0,,,,,,,
10/04/2021,07:24:00,271.6,79.3,76.8,78.8,78.8,77.0,,,,,,,
